Actors,Awards,Box_Office,DVD,Director,Genre,IMDB_ID,IMDB_Rating,IMDB_votes,Language,MetaCritic,Movie,Plot,Production,Rated,Released,Rotten Tomatoes,Runtime,Type,Website,Writers,Year
"Shyam Bhimsaria, Jeetendra Doshi, Dhananjay Galani, Nataliya Kozhenova",N/A,N/A,N/A,Subodh Nagdeve,Biography,tt6080232,N/A,N/A,Marathi,N/A,Bole India Jai Bhim,The movie is a biopic which portrays the life and works of Hardas Laxmanrao Nagrale popularly known as Babu Hardas. He was an ardent follower of Dr. Babasaheb Ambedkar and a Dalit Social Reformer.,N/A,N/A,07 Oct 2016,,150 min,movie,N/A,Subodh Nagdeve,2016
"Akash, Shilpa Anand, Karan Veer Mehra, Tripta Parashar",N/A,N/A,N/A,Arup Dutta,Romance,tt2404187,8.0,20,Hindi,N/A,Bloody Isshq,The story revolves around the three characters and showcases the love trap which Nirvaan throws for Natasha hiding the fact that he is married to Radhika. The love mystery unravels as destiny has something else planned for Nirvaan.,N/A,N/A,01 Mar 2013,,N/A,movie,N/A,Aroti Bhattacharya,2013
"Sahil Anand, Parvin Dabas, Erica Fernandes, Preet Kamal",1 nomination.,N/A,N/A,Nila Madhab Panda,"Comedy, Drama, Romance",tt3426144,6.8,71,Hindi,N/A,Babloo Happy Hai,"Jatin, Harry and Rohan head to Manali for one last trip before Jatin gets married. In Manali, the group of friends meet Natasha and are set forward on a journey of rediscovery.",N/A,N/A,07 Feb 2014,,113 min,movie,N/A,"Sanjay Chauhan, Protiqe Mojoomdar (lyricist), Deepak Venkatesha (additional screenplay & dialogue)",2014
,,,,,,,,,,,,,,,,,,,,,
"Rajith Menon, Brijendra Kala, Johnny Lever, Imam Siddique",N/A,N/A,N/A,Sameer Iqbal Patel,Comedy,tt4554354,N/A,N/A,Hindi,N/A,Hotel Beautifool,"Hotel Beautiful is everything except what it claims to be. Once a pearl of Goa beach this Gallic structure, is now a joke of Hospitality Industry. Here chaos is on the menu and confusion is...",N/A,N/A,N/A,,130 min,movie,N/A,Sameer Iqbal Patel,2015
"Avinash Dhyani, Prashant Narayanan, Tulna Butalia, Anna Ador",N/A,N/A,N/A,Rajesh Butalia,"Action, Thriller",tt5760490,5.6,9,Hindi,N/A,Fredrick,A suspended cop and his wife try to find out his sister when he gets caught in a human trafficking nexus. But the mastermind behind this is someone unknown to everyone.,N/A,N/A,27 May 2016,,129 min,movie,N/A,Rajesh Butalia,2016
N/A,N/A,N/A,N/A,Kanwal Sethi,Romance,tt4232066,N/A,N/A,N/A,N/A,Once Again,N/A,N/A,N/A,N/A,,N/A,movie,N/A,Kanwal Sethi,2015
"Manoj Amarnani, Nancy Brunetta, Anokhi Dalvi, Parth Naik",N/A,N/A,N/A,Manoj Amarnani,"Comedy, Romance",tt3881136,5.0,39,Hindi,N/A,Life Is Beautiful,"Raj works in Toronto and lives with his friend Prem who hates him for invading his tiny apartment. After Raj's application for Canadian residency is rejected, he plots the perfect plan to ...",N/A,N/A,22 Aug 2014,,N/A,movie,N/A,"Manoj Amarnani, Sanjay Sankla",2014
"Arjun Rampal, Irrfan Khan, Konkona Sen Sharma, Raima Sen",N/A,N/A,N/A,Venod Mitra,Drama,tt0811613,7.1,75,"Hindi, Hindi",N/A,Meridian Lines,A poor road worker sets off a chain of events that bring karmic balance to seven very troubled strangers. KARMAYA simplifies the complexities of the karmic mechanisms that bind present ...,N/A,N/A,31 May 2013,,N/A,movie,N/A,"Anurag Kashyap (dialogue translation), Venod Mitra (screenplay)",2013
,,,,,,,,,,,,,,,,,,,,,
"Dharmendra Ahirwar, Yashvardhan Singh, Shabana Afrin, Puja Bharti",N/A,N/A,N/A,Shirsh Shanti Prasidh,Drama,tt6506096,N/A,N/A,Hindi,N/A,BUCHCHA,N/A,N/A,N/A,N/A,,80 min,movie,N/A,N/A,2017
"Ramya Krishnan, Sangeetha, Kaveri, Keerthika Baby",N/A,N/A,N/A,Ramanarayanan,"Animation, Drama, Fantasy",tt1657293,5.5,12,"Tamil, Telugu, Kannada, Hindi, Bhojpuri, English",N/A,Kutty Pisasu,"After a Goddess withdraws her protection, a child becomes possessed by a vengeful deceased woman.",N/A,N/A,07 May 2010,,145 min,movie,N/A,Ravi K. Kiran (dialogue),2010
"Asrani, Ali Khan, Bobby Khan, Hemant Pandey",N/A,N/A,N/A,Chandrakant Singh,"Comedy, Crime, Drama",tt1725798,3.1,72,"Hindi, Panjabi, English",N/A,Be-Careful,"In a bid to escape their domineering wives, two womanizing slackers get saddled with a corpse amongst other challenges in a foreign country.",N/A,N/A,21 Oct 2011,,N/A,movie,N/A,"Mohammed Salim (story, screenplay, dialogue)",2011
"Raju Singh, Seema Biswas, Priyanka Bose, Nandita Das",N/A,N/A,N/A,Devashish Makhija,"Adventure, Drama",tt2830226,7.0,43,"Hindi, Oriya",N/A,Oonga,"Little tribal boy runs off on a long journey to the big city to watch the Ramayana that his friends saw but he missed, unaware that his little village is being forced to give up its land for bauxite mining.",N/A,N/A,03 May 2013,,98 min,movie,N/A,"Harish Amin (screenplay), Devashish Makhija (dialogue), Devashish Makhija (screenplay), Devashish Makhija (story), Sarat Talluri Rao (story)",2013
"Sonu Choudhary, Aaryan Maheshwari, Kanyalata Panchal",N/A,N/A,N/A,N/A,Drama,tt6363228,N/A,N/A,Hindi,N/A,Part Time Job,N/A,N/A,N/A,N/A,,105 min,movie,N/A,Hriday Shankar,2016
,,,,,,,,,,,,,,,,,,,,,
"Avidant Bhagat, Kaivalya Chheda, Rajsekhar Aningi, Bramha",N/A,N/A,N/A,"Aarti S. Bagdi, Amrit Raj Gupta, Krishan Hooda, Shishir Jha, Atanu Mukherjee, Rukshana Tabassum, Ankit Tripathi, Palash Vaswani",N/A,tt4121522,7.6,51,Hindi,N/A,Shuruaat Ka Interval,"An anthology of 8 short films around the theme of ""Interval"", mentored and curated by Imtiaz Ali, Vikas Bahl, Vikramaditya Motwane and Anand Gandhi.",N/A,N/A,15 Aug 2014,,99 min,movie,N/A,"Aarti S. Bagdi, Amrit Raj Gupta, Krishan Hooda, Shishir Jha, Atanu Mukherjee, Biswapati Sarkar, Rukshana Tabassum, Ankit Tripathi, Palash Vaswani, Gautam Ved",2014
"Anjori Alagh, Karan Ashar, Aarun D. Baliean, Asif Basra",N/A,N/A,N/A,Sandeep A. Varma,"Biography, Drama",tt3056632,7.2,433,"Hindi, Hindi",N/A,Manjunath,"'Manjunath' is a warm inspirational film based on the true story of Manjunath Shanmugam, a sales officer from a petroleum company who was killed by the oil mafia in 2005 for his stand against fuel adulteration.",N/A,N/A,09 May 2014,,130 min,movie,N/A,"Nitin Dwivedi, Sandeep A. Varma",2014
"Hema Bisht, Ramkishan Choyal, Subrat Dutta, Gita Guha",1 win & 2 nominations.,N/A,N/A,Batul Mukhtiar,"Action, Adventure, Drama",tt3267464,N/A,N/A,Hindi,N/A,Kaphal: Wild Berries,"Two boys try to send their strict father back to the city with the help of the forest witch, but instead get taken for a merry ride by her granddaughter.",N/A,N/A,01 Oct 2013,,90 min,movie,N/A,"Batul Mukhtiar (story), Batul Mukhtiar, Batul Mukhtiar, Vivek Shah",2013
"Zenia Starr, Romin Khan, James Morcan, Savita Starr",N/A,N/A,N/A,Stanley Joseph,"Comedy, Drama, Romance",tt2527256,6.8,25,"English, Hindi",N/A,My Cornerstone,A young Indian nurse moves to Sydney where she's placed in the household of a wealthy Indian-Australian family and given the task of caring for an elderly lady.,N/A,N/A,12 Jun 2013,,119 min,movie,N/A,"Stanley Joseph (story), James Morcan (screenplay)",2013
"Mohan Agashe, Radhika Apte, Rajit Kapoor, Rakhi Kumari",1 nomination.,N/A,N/A,Mohit Takalkar,Drama,tt2218228,6.0,106,Hindi,N/A,The Bright Day,"This is a story of Shiv. Shiv, with a supportive family, a close group of friends and a normal life in all respects, sets out on a journey to discover what he seeks in the outside world, ...",N/A,UNRATED,22 Oct 2015,,90 min,movie,N/A,"Varun Narvekar, Mohit Takalkar, Mohit Takalkar (story), Pradeep Vaiddya",2015
"Ranvir Shorey, Vinay Pathak, Ravi Kishan, Mohit Ahlawat",N/A,N/A,N/A,Akshay Shere,"Comedy, Crime, Drama",tt1649760,6.1,268,"Hindi, Gujarati, English",N/A,The Film Emotional Atyachar,A businessman runs into corrupt police officers and gangsters after procuring a bag full of cash,N/A,N/A,03 Sep 2010,,87 min,movie,N/A,"Amitabh Bhattacharya (lyrics), Bhavini Bheda, Rakshit Dahiya (concept by), Rakshit Dahiya (original concept), Kartik Krishnan (dialogues), Virag Mishra (lyrics)",2010
"Rajesh Khanna, Aryeman Ramsay, Raza Murad, Aryan Vaid",N/A,N/A,N/A,Ashok Tyagi,Crime,tt2283894,6.5,37,Hindi,N/A,Riyasat,Riyasat is a story about the much loved Sahab played by the late Rajesh Khanna. Sahab has ruled for many years and has established his kingdom. People look up to him for everything. He has ...,N/A,NOT RATED,18 Jul 2014,,80 min,movie,N/A,N/A,2014
"Sunny Gill, Simran Kaur Mundi, Alyy Khan, Achint Kaur",N/A,N/A,N/A,Pawan Gill,"Drama, Romance",tt2112978,5.3,88,"Hindi, Panjabi, English",N/A,Jo Hum Chahein,"In his bid to quickly boost his career, a male alienates himself from his family, friends, and true love.",N/A,N/A,16 Dec 2011,,N/A,movie,N/A,"Pawan Gill, Rashmi Kulkarni (dialogue)",2011
"Om Puri, Deep Dhillon, Aamrik Arjun, Armaan Kabli",2 wins.,N/A,N/A,Maninder Chana,Drama,tt1754137,7.5,65,"Hindi, Urdu, English",N/A,Little Terrors,"A 13-year-old American boy is recruited by terrorists to bomb a U.S. embassy in Delhi. After being brainwashed he is sent to live with a Muslim family prior to the attack. However, the man ...",N/A,NOT RATED,12 Sep 2014,,103 min,movie,N/A,Maninder Chana,2014
"Anisa Butt, Ali Fazal, Gulshan Grover, Razzak Khan",N/A,N/A,N/A,Shuja Ali,"Comedy, Romance",tt2222716,5.4,53,Hindi,N/A,Baat Bann Gayi,N/A,N/A,N/A,11 Oct 2013,,N/A,movie,N/A,"Shuja Ali, Akshay Singh",2013
"Sanjay Amar, Asrani, Neelima Azim, Aamir Bashir",N/A,N/A,N/A,Sanjay Amar,Drama,tt2253708,6.3,70,Hindi,N/A,Future to Bright Hai Ji,N/A,N/A,N/A,02 Nov 2012,,N/A,movie,N/A,Sanjay Amar,2012
"Deachen Angmo, Shantanu Arora, Sidharth Bhardwaj, Abbas Haider",N/A,N/A,N/A,"Rattan Mann, Usha Singh","Adventure, Crime, Drama",tt6026722,N/A,N/A,"Hindi, Hindi",N/A,The Buddhist Monk,"Inspired by true events, this is the story of one man's personal battle between right and wrong, his devotion to his country and his love for his wife. When a poor farmer takes his ill wife...",N/A,N/A,12 Aug 2016,,130 min,movie,N/A,Rattan Mann,2016
,,,,,,,,,,,,,,,,,,,,,
"Abishek Anand, Zakir Hussain, Darshan Jariwala, Vidya Malvade",N/A,N/A,N/A,"Dharam Prakash, Shakur Sir","Action, Crime, Drama",tt2207668,4.4,23,Hindi,N/A,Chakradhaar,"Shravan, a student, gets embroiled in the world of crime, after he is falsely accused of murdering his principal Shrivastav. He then decides to fight back for justice and change in the society, thus becoming 'Pandit' from 'Shravan'.",N/A,N/A,15 Jun 2012,,120 min,movie,N/A,"Dharam Prakash, Arsh Rana",2012
"Sanjay Mishra, Kamalika Banerjee, Mukesh Tiwari, Brijendra Kala",N/A,N/A,N/A,Pavan Kumar,Drama,tt7769346,N/A,N/A,Hindi,N/A,Ekkees Tarikh Shubh Muhurat,N/A,N/A,N/A,N/A,,97 min,movie,N/A,Pavan Kumar,2018
"Mushtaq Khan, Sunil Pal, Rocky Verma, Javed Hyder",N/A,N/A,N/A,Ejaz Ahmed,Comedy,tt6081620,N/A,N/A,Hindi,N/A,Life Ki Aisi Ki Taisi,It's a Satirical Comedy Movie of Today's Society. Message With Fun.,N/A,N/A,N/A,,130 min,movie,N/A,"Ejaz Ahmed (story), Uddeept (story)",2016
"Vikrum Kumar, Haidar Ali, Urvashi Chaudhary, Mansi Dovhal",N/A,N/A,N/A,Arshad Khan,"Action, Drama, Mystery",tt1629424,2.8,14,"Hindi, Marathi, English",N/A,Trump Card,Three friends find their lives endangered after a huge inheritance.,N/A,N/A,12 Mar 2010,,N/A,movie,N/A,"Arshad Khan (screenplay & dialogue), Yawer Rehman (screenplay & dialogue), Yawer Rehman (script)",2010
"Nikkesha, Dhavall Pujara, Faisal Sayed, Poonam A. Sirnaik",N/A,N/A,N/A,Vishal Raj,"Drama, Mystery, Thriller",tt5001454,N/A,N/A,Hindi,N/A,Dream Lock,Over the course of three dreams a man foresee events about to occur not realizing his ability to influence a physical activity without physical interaction.,N/A,N/A,N/A,,N/A,movie,N/A,"Mohammed Irfan, Vishal Raj",2015
,,,,,,,,,,,,,,,,,,,,,
"Anuj Saxena, Udita Goswami, Tarina Patel, Sameer Kochhar",N/A,N/A,N/A,Jag Mundhra,"Action, Crime, Drama",tt1594964,4.8,84,"Hindi, Marathi, English",N/A,Chase,Police launch a manhunt for an escaped rehab-patient/terrorist responsible for the assassination of a politician,N/A,NOT RATED,30 Apr 2010,,103 min,movie,N/A,"Abhiram Bhadkamkar (additional screenplay & dialogue), Tanveer Khan (script)",2010
Prashast Singh,N/A,N/A,02 Mar 2018,Prashast Singh,"Action, Drama",tt7725824,N/A,N/A,Hindi,N/A,Taapmaan,"Partially inspired by true events, the film revolves around an independent filmmaker whose constant struggles to establish himself as a filmmaker form the base of the film.",Prashast Singh Presentations,NOT RATED,02 Mar 2018,,70 min,movie,https://www.facebook.com/Taapmaan,"Prashast Singh (dialogue), Prashast Singh (screenplay), Prashast Singh (story)",2018
"Mohan Agashe, Antara Banerjee, Jan Bostock, Gavie Chahal",N/A,N/A,N/A,Lom Harsh,"Action, Adventure, Drama",tt5525846,N/A,N/A,Hindi,N/A,Yeh Hai India,"Yeh Hai India, follows the story of a 25 years old NRI, who is born and brought up in UK. He shares the same stereotypical views about India that most NRIs have and how his perception changes.",N/A,N/A,18 Aug 2017,,N/A,movie,N/A,Lom Harsh,2017
"Shabana Azmi, Ziya Azazi, Yohaan Panjuani",N/A,N/A,N/A,"Piyush Panjuani, Piyush Panjuani","Drama, Family",tt6094164,N/A,N/A,Hindi,N/A,Idgah,Relationships reach greater depths through small gestures and simple acts driven by innocence. 'IDGAH' is an emotive journey between a grandmother and her grandson. It's a beautiful ...,N/A,N/A,N/A,,77 min,movie,N/A,Piyush Panjuani,2016
"Naina Aswal, Himesh Choudhary, Rajkumar Kanojia, Abdul Khaan",N/A,N/A,N/A,N/A,"Action, Thriller",tt3790250,5.8,10,"Hindi, Tamil",N/A,Ishq Sarfira,It is a kind of Realistic story which happened in Delhi long before between the gangsters in there.,N/A,N/A,27 Nov 2015,,N/A,movie,N/A,Vijay Basu,2015
"Mukesh Bhatt, Shivangi Mehra, Madhur Mittal, Vijay Raaz",N/A,N/A,N/A,Hemant Nilim Das,Thriller,tt4231836,N/A,N/A,Hindi,N/A,Pocket Gangsters,how real you can fake yourself?,N/A,N/A,03 Jan 2015,,110 min,movie,N/A,Hemant Nilim Das (original screenplay and dialogue),2015
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Kanwaljit Singh, Deep Dhillon, Mannat Singh, Gavie Chahal",N/A,N/A,N/A,Ravinder Ravi,Romance,tt2613766,N/A,N/A,Hindi,N/A,Tere Ishq Nachaya,"Kamal is a spoiled, selfish young woman with a grandiose sense of entitlement and the maturity of a four year old. She lives with her father and uncles, and has never heard the word no. ...",Pearls Group,N/A,01 Jan 2010,,122 min,movie,N/A,Ravinder Ravi,2010
N/A,N/A,N/A,N/A,Aditya Kumar,Drama,tt6851664,N/A,N/A,Hindi,N/A,Romeo N Bullet,N/A,N/A,N/A,14 Apr 2017,,116 min,movie,N/A,"Aditya Kumar (screenplay writer,  Dialogue writer), Vishal V. Patil (dialogue writer), RajKumar (story)",2017
,,,,,,,,,,,,,,,,,,,,,
"Mammootty, Sheena Chohan, Sabitha Jayaraaj, Jayasurya",N/A,N/A,N/A,Jayaraaj,Drama,tt1869759,4.5,103,"Malayalam, Hindi, Tamil",N/A,The Train,N/A,N/A,N/A,27 May 2011,,N/A,movie,N/A,Jayaraaj,2011
Adnan Sami,N/A,N/A,N/A,"Radhika Rao, Vinay Sapru",Drama,tt7104898,N/A,N/A,Hindi,N/A,Afghan: in Search of a Home,"In a present day war torn Afghanistan, an Afghan musician flees his country under tense circumstances and seeks refuge in India where he finds love in more ways than one. The movie ...",N/A,N/A,N/A,,N/A,movie,N/A,"Radhika Rao, Vinay Sapru",2018
"Shine Tom Chacko, Pearle Maaney, Sruthi Menon, Prasanth Nair",N/A,N/A,N/A,Ajay Devaloka,Mystery,tt7282370,N/A,N/A,"Malayalam, Hindi",N/A,Who,N/A,N/A,N/A,06 Dec 2017,,120 min,movie,N/A,Ajay Devaloka,2017
"Vijay Maurya, Naman Jain, Usha Nadkarni, Mukesh Chhabra",N/A,N/A,N/A,Punarvasu Naik,Comedy,tt1955036,6.9,7,"Marathi, Hindi",N/A,Vakratunda Mahakaaya,N/A,N/A,N/A,28 Jul 2013,,N/A,movie,N/A,Yogesh Vinayak Joshi,2013
"Karanvir Bohra, Vedita Pratap Singh, Veena Malik, Joe Debroy",1 nomination.,N/A,N/A,Hemant Madhukar,"Adventure, Horror, Mystery",tt2691010,2.9,137,Hindi,N/A,Mumbai 125 KM 3D,"On their way to a New Year's Eve party in Mumbai, a group of five friends encounter supernatural occurrences on a highway, 125 kilometres outside the city.",N/A,N/A,17 Oct 2014,,100 min,movie,N/A,Hemant Madhukar,2014
"Umesh Kamat, Mukta Barve, Siddharth Chandekar, Tejashree Pradhan",N/A,N/A,N/A,Ajay Naik,Romance,tt5899800,N/A,N/A,Hindi,N/A,Lagna Pahave Karun,"Lagna Pahave Karun is a film that talks about Love, Relationships and Marriage as an institution.",N/A,N/A,04 Oct 2013,,125 min,movie,N/A,"Ajay Naik, Kshitij Patwardhan",2013
"Mohan Agashe, Seema Bhargava, Achint Kaur, Gagan Singh Sethi",N/A,N/A,N/A,Mahesh Dattani,Drama,tt5085386,6.6,25,Hindi,N/A,Mahesh Dattani's Hasmukh Saab ki Wasihat,"Hasmukh Saab Ki Wasihat is the story of a rich, autocratic businessman who doesn't relinquish control of his family even after his death. He tries to control them through his will, however he is in for a surprise.",N/A,N/A,27 Feb 2015,,82 min,movie,N/A,Mahesh Dattani,2015
"Subhash Ahuja, Syna Anand, Raman Atre, Rajat Bhalla",N/A,N/A,N/A,Gaurav Panjwani,Drama,tt2306721,7.4,47,Hindi,N/A,Second Marriage Dot Com,"Akshay, young IT professional from Delhi; only child of a single parent Suneel Narang embarks on a journey to get his father, a widower; married so to finally put an end to his prolonged ...",N/A,N/A,20 Aug 2012,,130 min,movie,N/A,"Gaurav Panjwani (story), Dinkar Sharma (screenplay)",2012
"Meghna Naidu, Razak Khan, Anupam Shyam, Amit Sial",N/A,N/A,N/A,N/A,Drama,tt5963796,N/A,N/A,Hindi,N/A,For Bindiya Call Jugnu,N/A,N/A,N/A,N/A,,84 min,movie,N/A,Arjun Bagga,2016
"Rajat Barmecha, Anshuman Jha, Shadab Kamal, Cherry Mardia",N/A,N/A,N/A,Pradeep Singrole,Drama,tt4620544,N/A,N/A,Hindi,N/A,Robinhood Ke Pote,N/A,N/A,N/A,N/A,,N/A,movie,N/A,Pradeep Singrole,2016
,,,,,,,,,,,,,,,,,,,,,
"Pankaj Berry, Sunny Charles, Menka Lalwani, Nidhi Nautiyal",N/A,N/A,N/A,Surya Lakkoju,Horror,tt5914630,2.9,77,Hindi,N/A,Chudail Story,A seductive witch kills men by casting a spell on them. A bunch of friends are trapped in a haunted house with mysterious lady. Is she the Chudail?,N/A,N/A,13 May 2016,,100 min,movie,N/A,"Surya Lakkoju (script), Surya Lakkoju (story)",2016
"Yusuf Qasmi, Raza Murad, Zeeshan Khan, Pallavi Shetty",N/A,N/A,N/A,Yusuf Qasmi,"Drama, Mystery, Thriller",tt6855200,N/A,N/A,Hindi,N/A,Perfect Plan,Jhanvi and Veer were married and living happily with each other. Jhanvi was very fond of reading novels and the hangover is so high that she sees the characters of the novels in her dream. ...,N/A,N/A,26 May 2017,,127 min,movie,N/A,"Amol Kasliwal, Yusuf Qasmi",2017
"Shabana Azmi, Shweta Tripathi, Revathy, Rituparna Sengupta",N/A,N/A,N/A,Sanjoy Nag,Drama,tt5351378,N/A,N/A,"English, Hindi",N/A,Good Morning Sunshine,N/A,N/A,N/A,N/A,,N/A,movie,N/A,Sanjoy Nag,2016
,,,,,,,,,,,,,,,,,,,,,
"Shiv Pandit, Shazahn Padamsee, Kettan Singh, Ali Asgar",N/A,N/A,N/A,Saurabh Varma,Comedy,tt4364998,N/A,N/A,Hindi,N/A,Solid Patels,"Tom Patel and Jerry Patel. These Patel boys are no less than real life animated characters themselves. They live together in a rented apartment in Mumbai, and have no specific jobs. Both ...",N/A,N/A,N/A,,N/A,movie,N/A,Rahul Patel,2017
,,,,,,,,,,,,,,,,,,,,,
"Udayan Banerjee, Akanksha D. Sharma, Sukhesh Arora, Sameer Thakur",N/A,N/A,N/A,Ajay Govind,"Crime, Mystery",tt3526430,6.7,27,"English, Hindi",N/A,After the Third Bell,The death of an actor in front of a live audience leads to an investigation where the officer in charge seems more distracted by his prejudices towards the suspects than the merits of the case.,TheMovieKaka,N/A,04 Apr 2014,,92 min,movie,N/A,Ajay Govind,2014
"Om Puri, Tisca Chopra, Priyanshu Chatterjee, Ishita Dutta",N/A,N/A,N/A,Manav Bhalla,Drama,tt6154834,N/A,N/A,Hindi,N/A,Lashtam Pashtam,N/A,N/A,N/A,N/A,,N/A,movie,N/A,"Manav Bhalla (story), Nitin Keswani (screenplay), Nitin Keswani (story)",2017
"Ayush Mahesh Khedekar, Asrani, Ashwini Kalsekar, Amita Pathak",N/A,N/A,N/A,Yogesh Pagare,"Drama, Family",tt3380190,N/A,N/A,Hindi,N/A,Ek Tha Hero,EK THA HERO is an inspiring story of a 11 year old village boy fondly called as HERO who has a passion for CYCLE & dreams of having his own CYCLE someday. He has to go through a roller ...,N/A,N/A,N/A,,121 min,movie,N/A,Yogesh Pagare,2016
"Seema Azmi, Narendra Bedi, Reena Charnya, Bomie E. Dotiwala",N/A,N/A,N/A,Irshad Khan,Comedy,tt4995402,4.8,25,Hindi,N/A,Bumper Draw,"Sunderlal and Farooq who befriend each other in a strange situation. After which, they both encounter Pestonji, an old Parsi man who adds to their existing list of problems.",Blackstone Entertainment,N/A,16 Oct 2015,,130 min,movie,N/A,Rashid Khan,2015
"Akhilesh, Sulabha Arya, Sanket Farad, Santosh Juvekar",10 wins.,N/A,N/A,Samit Kakkad,Music,tt2180283,6.0,41,"Marathi, Hindi",N/A,Delinquent Dancers,"We dance for laughter, We dance for tears, We dance for madness, We dance for fears, We dance for hopes, We dance for screams, We are the dancers, We create the dreams.",N/A,NOT RATED,30 Nov 2012,,94 min,movie,N/A,"Jha Bhalchandra, Sachin Dharekar, Hemant Edlabadkar, Samit Kakkad, Rajesh Kushte, Pradeep Rane, Suchita Sawant",2012
"Yoggitta Dandaykar, Esshan Khan, Mohini Nillakant, Sunita Rao",N/A,N/A,N/A,N/A,Drama,tt2014409,N/A,N/A,Hindi,N/A,Zara sambhal ke,N/A,N/A,N/A,19 Jul 2013,,115 min,movie,N/A,Masud Mirza,2013
,,,,,,,,,,,,,,,,,,,,,
"Mann Bagga, Gurfareen Bano, Maanuv Bharadwaj, Tarun Bhargawa",N/A,N/A,N/A,N/A,"Adventure, Drama, Family",tt4309284,6.4,46,"Hindi, Hindi",N/A,The Silent Heroes,"The story of 13 Real deaf children and their heroism, passion and humanity.",N/A,N/A,11 Dec 2015,,115 min,movie,N/A,"Mahesh Bhatt (story), Mahesh Bhatt, Rituraj Bhatt",2015
"Sadhvi Bhatt, Zuber k Khan, Prasad Shikhare, Vikas Shrivastav",N/A,N/A,N/A,Mukesh Mishra,Drama,tt7127992,7.8,6,Hindi,N/A,The Dream Job,N/A,N/A,N/A,11 Aug 2017,,138 min,movie,N/A,N/A,2017
"Rayya Labib, Prince, S.A. Rashid",N/A,N/A,N/A,Sanjay Khandelwal,Romance,tt5216794,N/A,N/A,Hindi,N/A,Lakme,N/A,N/A,N/A,07 Jan 2016,,110 min,movie,N/A,Devendra Kishor,2016
"Zeenat Aman, Indrani Haldar, Avalok Nagpal, Rajesh Sharma",N/A,N/A,N/A,Sanghamitra Chaudhuri,Drama,tt1867064,7.3,25,"Hindi, Bengali",N/A,Strings of Passion,Three college friends share their recent developments in their respective lives after three years of separation.,N/A,N/A,17 Jan 2014,,100 min,movie,N/A,Sanghamitra Chaudhuri,2014
"Kumar Vaibhav, Kuldeep Sharma, Meenakshi Thapa, Sourabh Arora",N/A,N/A,N/A,"Shankar Addi Mehra, Waseem Waseem Mushtaq","Comedy, Drama, Thriller",tt4714202,N/A,N/A,Hindi,N/A,Ramad,NOTHING IS LOST OR WASTED IN THIS LIFE,N/A,N/A,N/A,,142 min,movie,N/A,"Shankar Addi Mehra (story), Shankar Addi Mehra",2015
,,,,,,,,,,,,,,,,,,,,,
"Ankuar Panchal, Esha Rajee, Monali Sehgal, Shaurya Singh",N/A,N/A,N/A,Rakshit Dahiya,"Adventure, Horror",tt2332570,6.4,7,Hindi,N/A,The Lost Tape,"Five youngsters went into the woods of Chail, Himachal Pradesh to explore an old urban legend's story. They were completely unaware of the fact that they were slowly becoming part of the ...",N/A,N/A,14 Sep 2012,,N/A,movie,N/A,N/A,2012
"Ashutosh Rana, Chitrashi Rawat, Murli Sharma, Simran Sehmi",N/A,N/A,N/A,Ashish Deo,"Drama, Thriller",tt3729924,7.8,16,Hindi,N/A,Black Home,"Rajawadi Remand Home is in lot of controversy because of many illegal activities. DK, a news channel bureau chief wants to bring the facts out but the system is not so easy to expose.",N/A,N/A,10 Apr 2015,,105 min,movie,N/A,"Ashish Deo (dialogue), Ashish Deo (screenplay), Ashish Deo (story)",2015
,,,,,,,,,,,,,,,,,,,,,
"Gaurav Chopra, Kajal Yadav, Manjul Aasim, Alankrita Sahai",N/A,N/A,N/A,Avinash Abhimanyu,Action,tt2198132,7.4,5,Hindi,N/A,Rangdari,Rangdari captures the enigma and mystery in a raw visual format that depicts the life and times of one...,N/A,N/A,N/A,,N/A,movie,N/A,"Ikram Akhtar, Sanjay Masoom",2012
,,,,,,,,,,,,,,,,,,,,,
"Rana Jung Bahadur, Hemant Birje, Gagan Kang, Mushtaq Khan",N/A,N/A,N/A,"Ejaz Ahmed, Ahmed Ejaz","Horror, Thriller",tt2112335,3.3,6,Hindi,N/A,Who's There?,Its a horror suspense love story about new wadding couple.,True Dreams,N/A,18 Nov 2011,,130 min,movie,N/A,"Ejaz Ahmed (screenplay), Ahmed Ejaz (screenplay), Shakir Shaikh (story)",2011
"Aakar Kaushik, Manish Nawani, Alok Kumar, Vijay Prateek",N/A,N/A,N/A,Hemant Gaba,"Comedy, Drama",tt1679290,6.0,102,Hindi,N/A,Shuttlecock Boys,"Shuttlecock Boys - Story of Entrepreneurship Dream, is a heart warming tale of 4 boys from Delhi who play badminton in the night in their neighborhood. These boys who come from humble ...",N/A,N/A,03 Aug 2012,,76 min,movie,N/A,Hemant Gaba (screenplay),2011
"Prithviraj Sukumaran, Indrajith, Govardhan, Uday Chandra",6 wins & 2 nominations.,N/A,N/A,Bijukumar Damodaran,"Drama, Family",tt1674757,6.6,122,"Malayalam, Hindi",N/A,The Way Home,"The plot revolves around a doctor with a haunting past. Now working at a Prison Hospital, the Doctor is assigned the case of a woman a surviving member from a notorious terrorist group. ....",N/A,N/A,19 Aug 2011,,95 min,movie,N/A,"Bijukumar Damodaran, Biju Kumar",2011
