Actors,Awards,Box_Office,DVD,Director,Genre,IMDB_ID,IMDB_Rating,IMDB_votes,Language,MetaCritic,Movie,Plot,Production,Rated,Released,Rotten Tomatoes,Runtime,Type,Website,Writers,Year
"Saif Ali Khan, Kareena Kapoor Khan, Adil Hussain, Rajat Kapoor",1 win & 2 nominations.,"$632,446",12 Jan 2015,Sriram Raghavan,"Action, Adventure",tt1395025,5.1,"6,134",Hindi,N/A,Agent Vinod,A series of seemingly unconnected events across the world leads to Agent Vinod undertaking a globe-trotting mission to discover why his colleague was murdered.,Eros International,NOT RATED,23 Mar 2012,45%,157 min,movie,http://www.followagentvinod.com/,"Arijit Biswas (story), Sriram Raghavan (story)",2012
"Saif Ali Khan, Katrina Kaif, Sabyasachi Chakraborty, Rajesh Tailang",N/A,N/A,N/A,Kabir Khan,"Action, Drama, Thriller",tt3469244,5.7,"7,077",Hindi,N/A,Phantom,A disgraced Indian soldier carries out a series of assassinations in the hope of restoring his honour.,N/A,N/A,28 Aug 2015,,136 min,movie,N/A,"Hussain Zaidi (story), Kabir Khan (screenplay), Parveez Sheikh (screenplay), Kabir Khan (dialogue), Kausar Munir (dialogue)",2015
"Amitabh Bachchan, Kareena Kapoor Khan, Ajay Devgn, Arjun Rampal",1 nomination.,"$738,525",N/A,Prakash Jha,Drama,tt2275802,6.0,"4,287",Hindi,N/A,Satyagraha,A corporate go-getter sees his priorities shift when a personal tragedy brings him face-to-face with political corruption.,UTV,N/A,30 Aug 2013,,152 min,movie,http://www.facebook.com/satyagrahathefilm,"Ram Goutam (script supervisor), Prakash Jha, Anjum Rajabali",2013
"Naushaad Abbas, Alisha, Asif Basra, Bipasha Basu",N/A,N/A,N/A,Rahul Dholakia,"Action, Drama, Thriller",tt1309561,5.0,539,Hindi,N/A,Lamhaa: The Untold Story of Kashmir,Indian Military Intelligence deputes an agent to Kashmir incognito to find out who is behind extremist attacks.,Viva Entertainment,N/A,16 Jul 2010,,152 min,movie,http://www.gsentertainment.com/lamhaa/index.html,"Ashwath Bhatt (dialogue), Raaghav Dar (screenplay), Rahul Dholakia (screenplay), Sai Kabir (dialogue), Sayeed Qadri (lyrics), Amitabh Verma (lyrics)",2010
"Adil Hussain, Holly Gilbert, Tannishtha Chatterjee, Judi Bowker",N/A,N/A,N/A,Rajan Kumar Patel,"Crime, Drama, Thriller",tt2395207,8.7,7,"English, Hindi",N/A,Feast of Varanasi,A young english teacher with a troubled past arrives in the ancient city of Varanasi to spend a few weeks with her aunt who works at an old missionary. it follows the recent suicide of her ...,Raafilms,N/A,11 Mar 2016,,97 min,movie,https://www.feastofvaranasi.com,Rajan Kumar Patel,2016
"Vishwa S. Badola, Ranjan Chhabra, Zakir Hussain, Sanjay Mishra",N/A,N/A,N/A,Anshul Sharma,"Comedy, Drama",tt2857500,7.2,671,Hindi,N/A,Saare Jahaan Se Mehnga...,A satire on inflation-hit middle-class Indian family from a small city in North India. The story revolves around our protagonist who is struggling to survive in this spiraling inflation and...,TheMovieKaka,N/A,08 Mar 2013,,120 min,movie,N/A,"Vijay Manral, Roopesh Thapliyal, Rupesh Thapliyal",2013
"Zayed Khan, Dia Mirza, Cyrus Sahukar, Tisca Chopra",N/A,N/A,N/A,Sahil Sangha,"Comedy, Drama, Romance",tt1877691,5.8,853,"Hindi, Panjabi, English",N/A,Love Breakups Zindagi,A couple and many of their friends experience changes and challenges in their respective lives after attending a wedding.,Born Free Entertainment,NOT RATED,07 Oct 2011,,156 min,movie,http://bornfree.co.in/lbz/,"Sanyukta Shaikh Chawla (additional screenplay & dialogue), Sanyukta Shaikh Chawla (screenplay), Sahil Sangha",2011
"Joseph Vijay, Keerthi Suresh, Jagapathi Babu, Daniel Balaji",N/A,N/A,N/A,Bharathan,Action,tt6201292,6.3,"6,052","Tamil, Hindi, Telugu",N/A,Bairavaa,"Bairavaa, a gallant debt collector, takes on a violent criminal masquerading as a philanthropist in the education field.",N/A,N/A,13 Jan 2017,,169 min,movie,N/A,Bharathan,2017
"Jaideep Ahlawat, Bipasha Basu, Padam Bhola, Doyel Dhawan",N/A,N/A,15 Aug 2006,Suparn Verma,"Drama, Horror, Thriller",tt2389974,3.7,492,Hindi,N/A,Aatma,A single mother fights against the supernatural in order to hold on to her daughter.,TheMovieKaka,N/A,22 Mar 2013,,94 min,movie,N/A,"Sudarshana Dwivedi (dialogue), Suparn Verma (dialogue), Suparn Verma (story and screenplay), Suparn Verma",2013
"Kader Khan, Akhilendra Mishra, Murli Sharma, Nawazuddin Siddiqui",N/A,N/A,N/A,N/A,Drama,tt2777548,5.2,9,Hindi,N/A,Gang of Gardulle,N/A,N/A,N/A,01 Jan 2013,,N/A,movie,N/A,N/A,2013
"Ashish Kattar, Aditya Lakhia, Akash Nair, Ishita Panchal",N/A,N/A,N/A,Karanjeet Saluja,"Animation, Action, Adventure",tt1807978,5.1,38,"Hindi, English",N/A,Bhoot and Friends,"Four holidaying children go missing, then encounter a ghost and hoodlums in a dense forest.",N/A,N/A,31 Dec 2010,,133 min,movie,N/A,"Reshma A. Dev, Sachindra Sharma (dialogues)",2010
"Prateik, Amyra Dastur, Ravi Kishan, Prashant Narayanan",1 win & 1 nomination.,N/A,N/A,Manish Tiwary,Drama,tt2215163,4.5,350,Hindi,N/A,Issaq,"A contemporary adaptation of Romeo and Juliet set in the backdrop of Varanasi in the UP heartland, complete with naxalism, sand mining mafia and of course the timeless love story.",N/A,N/A,26 Jul 2013,,148 min,movie,N/A,"Pawan Sony, Padmaja Thakore, Manish Tiwary",2013
"Pravessh Rana, Kay Kay Menon, Kirti Kulhari, Tom Alter",N/A,N/A,N/A,Navneet Behal,Thriller,tt4334260,7.0,10,Hindi,N/A,San' 75 (Pachattar),"In 1975, India was declared in a state of emergency. This movie tells a story of that year and how the first mobile phone arrived to India.",N/A,N/A,01 Aug 2016,,152 min,movie,N/A,"Maitrey Bajpai (dialogue), Maitrey Bajpai (screenplay), Maitrey Bajpai (story), Ramiz Ilham Khan (story,  screenplay & dialogue)",2016
"Lillete Dubey, Ameesha Patel, Zayed Khan, Ravi Kishan",N/A,N/A,N/A,Mehul Atha,"Comedy, Romance",tt2914056,N/A,N/A,Hindi,N/A,Desi Magic,N/A,N/A,N/A,N/A,,N/A,movie,N/A,"Ameet Mehta (dialogue), Ameet Mehta (screenplay), Kuunal Goomer (concept)",2016
"Ashish Bisht, Simon Frenay, Areesz Ganddi, Gaurav Nanda",1 nomination.,N/A,N/A,Onir,"Drama, Romance",tt4287778,4.7,139,"Hindi, English, Bengali",N/A,Night,"""Shab"" is a story that revolves around multiple characters' search for happiness and love in a complex, unforgiving, and cold city.",Anticlock Films,N/A,14 Jul 2017,40%,108 min,movie,N/A,"Merle Kröger, Onir, Adhiraj Singh",2017
"Imran Khan, Sonam Kapoor, Sammir Dattani, Samir Soni",9 nominations.,"$847,993",21 Dec 2010,Punit Malhotra,"Comedy, Drama, Romance",tt1667838,5.6,"6,434",Hindi,N/A,I Hate Luv Storys,"Jay doesn't believe in love Stories, and Simran, is a girl who's in love with the idea of Love itself.",UTV Communications,N/A,02 Jul 2010,,129 min,movie,http://www.ihateluvstorys.com/,"Punit Malhotra (story, screenplay & dialogue)",2010
"Shahid Kapoor, Priyanka Chopra, Prachi Desai, Neha Sharma",3 nominations.,N/A,N/A,Kunal Kohli,"Comedy, Drama, Romance",tt2354407,4.8,"3,381",Hindi,N/A,Teri Meri Kahaani,"The true love between a couple in 1910, 1960 and 2012. Their love is so strong that even destiny wants to bring them together.",Eros Entertainment,NOT RATED,22 Jun 2012,,117 min,movie,http://www.erosnow.com/#!/movie/watch/1004560/teri-meri-kahaani,"Surabhi Bhatnagar (screenplay based on an original story), Surabhi Bhatnagar, Robin Bhatt (screenplay), Kunal Kohli (story & screenplay)",2012
"Jayesh Raj, Sonal Singh, Samonica Shrivastava, Digvijay Singh",N/A,N/A,N/A,Sunil Sanjan,"Crime, Mystery, Thriller",tt4493550,N/A,N/A,Hindi,N/A,Flat 211,An incident occurs at Flat 211 and the characters connected to this flat get involved in the incident leading to a mess. The mysterious identity of the person responsible for the incident grows leading to a dramatic turn of events.,N/A,N/A,02 Jun 2017,,N/A,movie,N/A,"Sunil Sanjan (screenplay), Sunil Sanjan (story), Ravi Kaiwart (story), Sunil Sanjan (dialogue), Ravi Kaiwart (dialogue)",2017
"Sharman Joshi, Soha Ali Khan, Javed Jaffrey, Sanjay Mishra",N/A,N/A,N/A,Faraz Haider,"Comedy, War",tt3129282,5.6,759,"Hindi, Urdu",N/A,War Chhod Na Yaar,"It is M*A*S*H comes to India and meets bollywood. A situational/satirical comedy, full of funny dialogues and tries to show a new side of war. Starring Javed Jafferi and Sharman Joshi in ...",Alerion Films,N/A,11 Oct 2013,,119 min,movie,http://aoplcinemas.com/war_chod_na_yaar_movie.html,"Faraz Haider, Deepak Kingrani (dialogue)",2013
"Aanchal Dwivedi, Mahie Gill, Pallavi Joshi, Anupam Kher",N/A,N/A,N/A,Vivek Agnihotri,"Crime, News, Thriller",tt1890363,7.0,"1,220","Hindi, English",N/A,Buddha in a Traffic Jam,Vikram Pandit (Arunoday Singh) a student of the Indian Institute of Business becomes the blue-eyed boy of Professor Jamshed Batki (Anupam Kher). Under Batki's influence Vikram starts public...,Friday Night Productions,N/A,13 May 2016,,114 min,movie,N/A,"Vivek Agnihotri, Vivek Agnihotri (story), Rohit Malhotra, Rohit Malhotra",2016
"Nafisa Ali, Yugesh Anil, Madhuri Bhattacharya, Emma Brown Garett",N/A,N/A,07 Mar 2011,Samir Karnik,"Action, Comedy, Drama",tt1773109,5.7,"3,283","Hindi, Panjabi",N/A,Yamla Pagla Deewana,A married Canadian travels to India to re-unite with his estranged father and brother but faces obstacles and challenges.,Eros International,N/A,14 Jan 2011,,163 min,movie,http://www.yamlapagladeewana.com/,"Jasvinder Bath (story), Jasvinder Bath",2011
"Chandan Roy Sanyal, Arfi Lamba, Kumar Mayank, Sonia Bindra",N/A,N/A,N/A,Ashish R. Shukla,"Mystery, Romance, Thriller",tt2401719,5.9,296,"Hindi, English, Czech",N/A,Prague,"A psychological thriller about an upcoming architect's tryst with the city, a girl he meets there, friends who follow him from India and his past which continuously controls his present and eventually shapes his fate.",N/A,NOT RATED,27 Sep 2013,,109 min,movie,N/A,"Rohit Khaitan (conceived by), Akshendra Mishra (additional screenplay), Sumit Saxena (screenplay), Ashish R. Shukla (screenplay), Ashish R. Shukla (story), Vijay Verma (additional screenplay)",2013
"Himansh Kohli, Vikas Verma, Ashish Bhatia, Vivek Bhatnagar",2 wins.,N/A,N/A,Divya Khosla Kumar,"Drama, Romance",tt3382148,2.7,"2,665",Hindi,N/A,Yaariyan,A college student must win an inter college competition to save his college from being demolished by property builders.,N/A,NOT RATED,10 Jan 2014,,145 min,movie,N/A,N/A,2014
,,,,,,,,,,,,,,,,,,,,,
"Abhay Deol, Preeti Desai, Lillete Dubey, Rati Agnihotri",N/A,N/A,N/A,Devika Bhagat,"Comedy, Drama, Romance",tt2951576,4.1,630,"Hindi, English",N/A,One by Two,Aspiring musician Amit and dance fanatic Samara get a better insight of what life has in store for them.,N/A,N/A,31 Jan 2014,,139 min,movie,N/A,"Devika Bhagat (dialogue), Devika Bhagat (story and screenplay), Manoj Tapadia (dialogue)",2014
"Sharman Joshi, Mahie Gill, Asrani, Lankesh Bhardwaj",N/A,N/A,N/A,Satish Kaushik,"Comedy, Drama",tt3531604,3.6,269,Hindi,N/A,Gang of Ghosts,A story about a group of ghosts who have lost their shelter due to urbanization. The story starts with a struggling wannabe director who somehow crosses paths with a stranger. The stranger ...,N/A,NR,21 Mar 2014,,128 min,movie,N/A,N/A,2014
"Shruti Haasan, Girish Taurani, Randhir Kapoor, Sonu Sood",6 nominations.,N/A,N/A,Prabhudheva,"Comedy, Drama, Romance",tt2357926,5.7,"2,771",Hindi,N/A,Ramaiya Vastavaiya,"Ram falls in love with Sona, who lives on the fields of Punjab. He follows her to her farm, where her elder brother challenges him to produce more seed on their fields. If he wins, he will be allowed to marry her.",Reliance Big Entertainment,N/A,19 Jul 2013,,148 min,movie,http://www.facebook.com/RamaiyaVastavaiyaOfficial,"Shiraz Ahmed (screenplay and dialogue), Veeru Potla (story)",2013
"Arbaaz Khan, Himansh Kohli, Ashutosh Rana, Manjari Phadnis",N/A,N/A,N/A,Keshhav Panneriy,Drama,tt5756052,5.5,64,Hindi,N/A,Jeena Isi Ka Naam Hai,"A bollywood entertainer with universal issues directed by Keshhav Panneriy, this movie stars Arbaaz Khan, Ashutosh Rana, Himansh Kohli, Manjari Phadnis and Prem Chopra.",Grand Showbiz Media & Entertainment,N/A,03 Mar 2017,,173 min,movie,N/A,"Purnima Mead (based on premise by), Amreetaa Roy (dialogue), Amreetaa Roy (screenplay)",2017
"Akshay Kumar, Bobby Deol, Sonam Kapoor, Sunil Shetty",1 win & 1 nomination.,"$462,609",N/A,Anees Bazmee,Comedy,tt1720254,4.7,"4,250","Hindi, Panjabi",N/A,Thank You,Three wives engage the services of a private investigator after they suspect their respective husbands of infidelity.,UTV Communications,N/A,08 Apr 2011,,125 min,movie,http://www.thankyouthefilm.com,"Rajan Aggarwal (screenplay co-writer), Ikram Akhtar (screen play), Nisar Akhtar, Anees Bazmee, Amitabh Bhattacharya (lyrics), Kumaar (lyrics), Ashiesh Pandit (lyrics)",2011
"Arbaaz Khan, Sunny Leone, Bhani Singh, Salil Ankola",N/A,N/A,N/A,Raajeev Walia,"Romance, Thriller",tt5784852,3.0,81,Hindi,N/A,Tera Intezaar,A woman sets out to uncover how her lover went missing.,N/A,N/A,01 Dec 2017,,108 min,movie,N/A,Anwarullah Khan,2017
"Jimmy Shergill, Manoj Bajpayee, Divya Dutta, Parambrata Chatterjee",N/A,N/A,N/A,Rajesh Pillai,"Adventure, Drama, Thriller",tt2939912,6.7,"2,049",Hindi,N/A,Traffic,An emotional thriller based on a road trip from Mumbai to Pune. Inspired from the real events that happened in Chennai,N/A,NOT RATED,06 May 2016,,104 min,movie,N/A,"Sanjay (story), Bobby (story), Suresh Nair (screenplay), Piyush Mishra (dialogue), Prashant Pandey (dialogue)",2016
"Naveen Kasturia, Mayank Tewari, Aditi Vasudev, Karan Mirchandani",N/A,N/A,N/A,Amit Masurkar,"Comedy, Romance",tt2679480,7.2,"2,337",Hindi,N/A,Sulemani Keeda,"This is a Bromantic Comedy about two struggling writers who peddle their mediocre screenplay, ""Sulemani Keeda"" in Bollywood. Perenially hungry and horny, they lie, drink, hit on ...",N/A,N/A,05 Dec 2014,,89 min,movie,N/A,Amit Masurkar,2014
"Nandita Das, Pravina Bhagwat Deshpande, Ajitesh Gupta, Yusuf Hussain",N/A,N/A,N/A,Ritesh Menon,Drama,tt5182656,8.5,8,Hindi,N/A,Khamosh Adalat Jaari Hai,"A mock trial during the rehearsal of a play quickly turns into a gripping drama about desire, gender issues, power and control, this is an adaptation of playwright Vijay Tendulkar's Shantata. Court Chalu Aahe (1963).",N/A,N/A,14 Mar 2017,,100 min,movie,N/A,Vijay Tendulkar,2017
"Omkar Das Manikpuri, Raghuvir Yadav, Shalini Vatsa, Farrukh Jaffar",2 wins & 6 nominations.,"$748,128",21 Dec 2010,"Anusha Rizvi, Mahmood Farooqui(co-director)","Comedy, Drama",tt1447508,7.5,"10,169","Hindi, English",69,Peepli (Live),An impoverished farmer's threat to end his life invites attention from politicians and media.,UTV Communications,NOT RATED,13 Aug 2010,85%,95 min,movie,http://www.akpfilms.com/peeplilive,"Bhadwai (lyrics), Swanand Kirkire (lyrics), Noon Meem Rashet (lyrics), Anusha Rizvi (screenplay), Gangaram Sakhet (lyrics), Sanjeev Sharma (lyrics)",2010
"Farooq Shaikh, Sarika, Raghuvir Yadav, Satish Shah",2 wins & 4 nominations.,N/A,N/A,Sanjay Tripathy,Drama,tt2361148,7.3,338,Hindi,N/A,Club 60,"A glance at 62 years old Manu bhai Shah (Raghubir Yadav) and how he appears peculiar in his outfit, crazy in his behavior, flamboyant in his style, loud and funny in his conversation and ...",N/A,N/A,06 Dec 2013,,137 min,movie,N/A,Sanjay Tripathy,2013
"Nikhil Dwivedi, Richa Chadha, Damandeep Singh, Vijay Pande",N/A,N/A,N/A,Navneet Behal,"Crime, Romance",tt2317135,4.7,220,Hindi,N/A,Tamanchey: Pyar Mein Dil Pe Maar De Goli,"An aggressive, passionate acidic love story between two criminals whilst on the run from the law.",N/A,N/A,10 Oct 2014,,113 min,movie,N/A,N/A,2014
"Tusshar Kapoor, Vinay Pathak, Ranvir Shorey, Vishakha Singh",N/A,N/A,N/A,Shashant Shah,"Comedy, Drama, Thriller",tt2848824,5.3,652,Hindi,N/A,Bajatey Raho,Surviving family members and friends of a man who was conned by the cunning businessman Sabbarwahl string together a series of their own cons in an attempt to bring him down.,Eros Entertainment,NOT RATED,26 Jul 2013,,110 min,movie,N/A,"Zafar Khan (story and screenplay), Akshay Verma (dialogue)",2013
"Rekha Rana, Ashish Saleem, Brijesh Kori, Sapna Choubisa",1 win.,N/A,N/A,"Raj Kumar, Kumar Raj, Mohan Raney",Drama,tt3045946,5.7,26,Hindi,N/A,Tara: The Journey of Love and Passion,It's a saga of an illiterate illegal brewer- an Indian gypsy Woman- who is outlawed from her house and hamlet by her husband Allegedly for adultery when she is already nine months pregnant....,N/A,N/A,12 Jul 2013,,110 min,movie,N/A,"Prof. Kishan Kumar Pawar (story), Prof. Kishan Kumar Pawar",2013
"Prince Shah, Shashank Singh, Mantra, Shaneel Sinha",N/A,N/A,N/A,Krishan Hooda,"Biography, Drama",tt4659548,7.2,154,Hindi,N/A,Rebellious Flower,The film on the life of guru Osho Rajneesh and his spiritual journey to enlightenment.,N/A,N/A,15 Jan 2016,,109 min,movie,N/A,Jagdish Bharti,2016
"Raaghav Chanana, Manish Chaudhary, Sarah-Jane Dias, Abhimanyu Garg",N/A,N/A,N/A,Mozez Singh,Drama,tt3776484,6.4,150,"Hindi, English, Panjabi",N/A,Zubaan,"A young boy wants to become a big shot but after seeing the bad things involved he instead chooses to pursue his passion that is singing, similar to his father.",N/A,N/A,04 Mar 2016,,115 min,movie,N/A,"Sumit Roy (screenplay), Mozez Singh, Thani (screenplay)",2015
"Amardeep Insan, Ashok Insan, Divya Insan, Ishwar Insan",N/A,N/A,N/A,"Honeypreet Insan, Gurmeet Ram Rahim Singh","Comedy, Crime, Drama",tt6642396,6.5,"3,238",Hindi,N/A,Jattu Engineer,"A teacher works hard to better a village that has poverty, unemployment, and a drug problem.",Hakikat Entertainment,N/A,19 May 2017,,139 min,movie,N/A,"Gurmeet Ram Rahim Singh (Dialougue Writer), Gurmeet Ram Rahim Singh (Screenplay Writer), Gurmeet Ram Rahim Singh (script writer)",2017
"Ravi Kishan, Rahul Singh, Rajesh Shringarpore, Ssanjay Swaraaj",N/A,N/A,N/A,Suneet Arora,"Drama, Mystery, Thriller",tt1740092,4.1,123,"Hindi, Bengali, Gujarati, Panjabi, Urdu, English",N/A,Chitkabrey,A group of former collegians are confined by a victim they had ragged 15 years ago.,N/A,N/A,26 Aug 2011,,120 min,movie,N/A,"Suneet Arora (screenplay), Vishal Vijay Kumar (screenplay), Sanjay Masoom (dialogue), Sanjay Masoom (screenplay)",2011
"Vinay Rai, Joshua Fredric Smith, Megha Burman, Linda Arsenio",N/A,N/A,N/A,Sohan Roy,"Adventure, Drama, Sci-Fi",tt1656171,3.7,863,"English, Hindi, Malayalam",N/A,Dam999,"After many years two mariners return to homeland with the hope of a new beginning, little did they know about a disaster that would change their destiny.",N/A,N/A,25 Nov 2011,,108 min,movie,N/A,"Sohan Roy, Rob Tobin (contributing writer)",2011
"Suriya, Shruti Haasan, Johnny Nguyen, Abhinaya",11 nominations.,N/A,N/A,A.R. Murugadoss,"Action, Sci-Fi, Thriller",tt1725795,6.0,"7,923","Tamil, Hindi, Telugu",N/A,7 Aum Arivu,A genetic engineering student tries to bring back the skills of a legend of the past and use his skills to save India from a deadly virus attack by China.,Viva,N/A,26 Oct 2011,,160 min,movie,N/A,A.R. Murugadoss,2011
"Arunoday Singh, Boman Irani, Ila Arun, Konkona Sen Sharma",N/A,N/A,N/A,Vinay Shukla,"Comedy, Drama, Fantasy",tt1388903,6.6,738,"Hindi, Rajasthani, Sindhi, English",N/A,Mirch,A story-writer attempts to convince a producer to accept four erotic stories from the Panchtantra.,N/A,N/A,22 Oct 2010,,105 min,movie,N/A,"Javed Akhtar (lyrics), Vinay Shukla (story)",2010
"Manoj Bajpayee, Aarti Chhabria, Dilip Prabhavalkar, Govind Namdeo",N/A,N/A,N/A,Ajay Varma,"Comedy, Drama",tt1740670,7.0,255,Hindi,N/A,Dus Tola,A Village goldsmith gets betrayed by the woman he loves.,BIGFlix,N/A,22 Oct 2010,,120 min,movie,N/A,"Raghunath Paleri (story and screenplay), Sunil Saigal (dialogues)",2010
"Svar Kamble, Ayush Pathak, Vinay Pathak, Amruta Subhash",N/A,N/A,N/A,Mehran Amrohi,Drama,tt4826742,N/A,N/A,Hindi,N/A,Chidiya,"The film is moving around the story of two kids aged 9 and 10, their dreams and the flight of their imaginations. Vinay Pathak is playing the role of their uncle who helps them to achieve ...",N/A,N/A,N/A,,110 min,movie,N/A,"Mehran Amrohi (story), Amitabh Verma (screenplay), Mehran Amrohi (screenplay), Mehran Amrohi (dialogue), Ganesh Pandit (dialogue), Ambar Hadap (dialogue)",2015
"Riteish Deshmukh, Genelia D'Souza, Om Puri, Tinnu Anand",N/A,"$177,472",N/A,Mandeep Kumar,"Comedy, Drama, Romance",tt2130242,5.8,"3,469",Hindi,N/A,Tere Naal Love Ho Gaya,"A boy kidnaps a girl, but starts to fall in love with her.",UTV Motion Pictures,NOT RATED,24 Feb 2012,,130 min,movie,https://www.facebook.com/TereNaalLoveHoGaya,"Abhijeet Sandhu, Dhieyo Sandhu",2012
"Asha Bhosle, Kshitee Jog, Shivani Joshi, Ram Kapoor",N/A,N/A,N/A,Mahesh Kodiyal,"Drama, Family",tt2389486,7.0,83,Hindi,N/A,Mai,The only son who she had great expectations from isolates her the moment he lands a job in a foreign country. The 2 youngest daughters try to run away from the responsibility too. The ...,N/A,NOT RATED,01 Feb 2013,,105 min,movie,N/A,"Mahesh Kodiyal, Sahil Sultanpuri (song), Manoj Tapadia",2013
"Farooq Shaikh, Nafisa Ali, Aanaahad, Sabyasachi Chakraborty",2 wins.,N/A,N/A,Sanjay Puransingh Chauhan,"Action, Drama, Sport",tt1285245,6.4,481,"Hindi, English, Urdu",N/A,Lahore,A cricketer turns kick-boxer in order to avenge the death of his brother.,N/A,N/A,19 Mar 2010,,145 min,movie,N/A,"Sanjay Puran Singh Chauhan (dialogue), Sanjay Puran Singh Chauhan (screenplay), Sanjay Puransingh Chauhan (story), Panchhi Jalonvi (lyrics), Hriday Lani (collaborating writer), Piyush Mishra (dialogue), Piyush Mishra (screenplay), Junaid Wasi (lyrics)",2010
"Tinnu Anand, Mahesh Balraj, Mithilesh Chaturvedi, Vir Das",N/A,N/A,N/A,Shekhar Ghosh,Comedy,tt3005850,4.4,150,Hindi,N/A,Sooper Se Ooper,A city guy goes to rural Rajasthan to look for his uncle.,N/A,N/A,25 Oct 2013,,N/A,movie,N/A,Shekhar Ghosh,2013
"Amrityan, Moshin Bhat, Snighdadeep Chatterji, Rahul Dev",N/A,N/A,N/A,Yuvraj Kumar,Action,tt5460016,8.5,10,Hindi,N/A,ISIS,"Exposes the Commanders of an ISIS camp , who Indoctrinate the youth for acts of violence.",N/A,N/A,23 Jun 2017,,92 min,movie,N/A,Yuvraj Kumar,2017
N/A,N/A,N/A,N/A,Irene Zoe Alameda,Drama,tt6587216,N/A,N/A,"English, Spanish, Hindi",N/A,Alex's Strip,"A teenager is reunited with her father, a Spanish-Maghrebi merchant who has spent a long time in jail accused of Jihadism by mistake. She accompanies him on a business trip to Jaisalmer (India), where they are involved in a terrorist plot.",N/A,N/A,N/A,,N/A,movie,N/A,Irene Zoe Alameda,2018
"Raima Sen, Salim Diwan, Ashish Vidyarthi, Karuna Pandey",N/A,N/A,N/A,K.D. Satyam,Drama,tt5216810,5.9,211,Hindi,N/A,Bollywood Diaries,The passionate journey of three Bollywood fanatics who wish to make it big in the industry.,Rehab Pictures Pvt Ltd,N/A,26 Feb 2016,,123 min,movie,N/A,"K.D. Satyam (dialogue), K.D. Satyam (screenplay), K.D. Satyam (story), Anand V.R.S. Tomar (dialogue)",2016
"Diljit Dosanjh, Kiron Kher, Pavan Malhotra, Sonam Bajwa",1 win.,"$138,545",N/A,Anurag Singh,"Drama, Family, History",tt3607198,8.5,"1,510","Panjabi, Hindi",N/A,Punjab 1984,Story of a mother and her search for her missing son,N/A,N/A,27 Jun 2014,,159 min,movie,N/A,"Surmeet Maavi, Anurag Singh (story), Anurag Singh, Anurag Singh",2014
"Sudeep, Jagapathi Babu, Bhavana, Parul Yadav",2 wins & 7 nominations.,N/A,N/A,Shashank,"Action, Crime, Thriller",tt2498312,6.5,680,"Kannada, Hindi, Telugu",N/A,Bachchan,A real estate businessman is forced to go on a vengeful crusade after the love of his life is tortured by goons.,N/A,UNRATED,01 Nov 2013,,145 min,movie,N/A,"Shashank (screenplay), Shashank (story)",2013
"Tara-Alisha Berry, Ashutosh Chabbra, Vikram Singh Chauhan, Smita Hai",N/A,N/A,N/A,Prakash Nambiar,Romance,tt3729994,6.7,53,Hindi,N/A,The Perfect Girl,A young boy (Jay) and a girl (Vedika) happen to meet in the tourist town of Goa. They spend some time together and realise that they are perfect for each other. However life has other plans...,N/A,N/A,11 Sep 2015,,N/A,movie,N/A,Prakash Nambiar,2015
"Rhea Chakraborty, Ali Fazal, Raghav Juyal, Swanand Kirkire",N/A,N/A,N/A,Charudutt Acharya,Drama,tt2871010,5.6,697,Hindi,N/A,Sonali Cable,"Sonali, a spunky self-made internet operator, proudly runs a small outfit along with her band of ghetto boys catering to a sprawling Mumbai suburb. Complications arise when Sonali's ...",Ramesh Sippy Entertainment,N/A,17 Oct 2014,,127 min,movie,N/A,Charudutt Acharya,2014
"Jimmy Shergill, Pooja Chopra, Arbaaz Khan, Bruna Abdullah",N/A,N/A,N/A,Anwer Khan,"Action, Drama",tt5573110,4.3,80,Hindi,N/A,Yea Toh Two Much Ho Gayaa,Lookalike twin brothers living in two different parts of the world get trapped in sticky situations when they unknowingly replace each other.,M.A. Entertainments,N/A,02 Sep 2016,,126 min,movie,N/A,"Anwer Khan (story), Anwer Khan, Bolu Khan (dialogue)",2016
"Avadhesh Mishra, Tanushree, Gopal Rai, Manoj Tiger",N/A,N/A,N/A,Rajkumar R. Pandey,Drama,tt4868958,N/A,N/A,"Bhojpuri, Hindi",N/A,Dulaara,N/A,N/A,N/A,28 Aug 2015,,N/A,movie,N/A,Santosh Mishra,2015
"Hussain Kuwajerwala, Paresh Ganatra, Rio Kapadia, Shivani Tanksale",N/A,N/A,N/A,Rajesh Bachchani,Sci-Fi,tt2826126,6.3,203,Hindi,N/A,Shree,"Shree, an ordinary man, works at a telecom company. In love with Sonu but cannot marry yet as need to make some basic money. Randhawa, a wealthy businessman, in his ceaseless pursuit of ...",N/A,NOT RATED,26 Apr 2013,,109 min,movie,N/A,Rajesh Bachchani,2013
"Raj Singh Arora, Abhisar Bose, Neetu Chandra, Master Chinmay",N/A,N/A,N/A,"Jahnu Barua, Rahul Dholakia, Rituparno Ghosh, Shashanka Ghosh, Manish Jha, Anurag Kashyap, Sudhir Mishra, Ruchi Narain, Ayush Raina, Revathy, Kundan Shah",Drama,tt1221142,7.1,72,"Hindi, English",N/A,Mumbai Cutting,N/A,N/A,N/A,01 Mar 2011,,130 min,movie,N/A,"Jahnu Barua, Rahul Dholakia, Rituparno Ghosh, Anurag Kashyap, Sudhir Mishra, Kundan Shah, Gaurav Sinha",2011
